MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
2020,Honda,WR-V 1.5 i-DTEC VX MT,Manual,"59,848 km",DieselHR-10,1st Owner,"₹10,40,199"
2020,Tata,Harrier XZ 2.0L Kryotec,Manual,"33,760 km",DieselUP-78,1st Owner,"₹12,52,099"
2019,Tata,Harrier XZ 2.0L Kryotec,Manual,"43,142 km",DieselUP-53,1st Owner,"₹12,59,599"
2021,Mahindra,Scorpio S11,Manual,"14,445 km",DieselUP-44,2nd Owner,"₹17,86,599"
2020,Mahindra,Scorpio S9,Manual,"52,492 km",DieselUP-74,1st Owner,"₹13,32,299"
2020,Mahindra,Scorpio S11,Manual,"52,034 km",DieselUP-32,1st Owner,"₹15,46,899"
2022,Maruti,Vitara Brezza LXI,Manual,"8,195 km",PetrolDL-11,1st Owner,"₹8,61,799"
2021,Mahindra,Thar LX  4WD AT CONVERTIBLE,Automatic,"4,608 km",PetrolHR-26,1st Owner,"₹16,76,099"
2016,Maruti,Vitara Brezza ZDI,Manual,"1,01,529 km",DieselHR-26,1st Owner,"₹5,60,399"
2017,Honda,WR-V 1.2 i-VTEC S MT,Manual,"59,583 km",PetrolDL-10,1st Owner,"₹6,42,599"
2018,Hyundai,Creta 1.6 SX AT CRDI,Automatic,"40,671 km",DieselHR-51,2nd Owner,"₹13,11,499"
2021,Tata,NEXON XZA + 1.2 PETROL A/T,Automatic,"17,742 km",PetrolDL-3C,1st Owner,"₹10,55,899"
2022,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"6,644 km",PetrolDL-8C,1st Owner,"₹10,33,699"
2018,Tata,NEXON XM 1.2,Manual,"22,725 km",PetrolDL-2C,1st Owner,"₹7,13,699"
2019,Tata,NEXON XM 1.2,Manual,"17,959 km",PetrolDL-11,1st Owner,"₹7,30,199"
2018,Tata,NEXON XMA 1.5,Manual,"78,374 km",DieselUP-14,1st Owner,"₹7,43,949"
2018,Hyundai,Creta 1.6 S AT CRDI,Automatic,"40,644 km",DieselHR-51,1st Owner,"₹10,02,299"
2018,Maruti,Vitara Brezza ZDI + AMT,Automatic,"31,812 km",DieselHR-51,2nd Owner,"₹9,38,899"
2019,Mahindra,XUV500 W9 AT,Automatic,"53,456 km",DieselUP-16,1st Owner,"₹12,32,699"
2019,Hyundai,Creta 1.6 SX VTVT,Manual,"28,066 km",PetrolDL-9C,1st Owner,"₹12,15,399"
2018,Tata,NEXON XZA+ 1.5,Automatic,"70,104 km",DieselHR-51,1st Owner,"₹7,37,899"
2017,Maruti,Vitara Brezza ZDI PLUS,Manual,"90,969 km",DieselDL-6C,1st Owner,"₹6,71,799"
2018,Toyota,Innova Crysta 2.7 ZX AT 7 STR,Automatic,"28,300 km",PetrolDL-10,1st Owner,"₹18,86,899"
2021,Hyundai,Creta E PETROL,Manual,"22,717 km",PetrolUP-65,2nd Owner,"₹10,38,799"
2021,Mahindra,Thar LX D 4*4 MT HT,Manual,"42,608 km",DieselHR-36,1st Owner,"₹15,50,899"
2021,Hyundai,VENUE 1.5 SX CRDI MT,Manual,"4,509 km",DieselUP-16,1st Owner,"₹11,02,899"
2022,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"14,875 km",PetrolDL-7C,1st Owner,"₹9,13,299"
2019,KIA,SELTOS GTX 1.4 GDI AT PETROL,Automatic,"13,085 km",PetrolUP-70,1st Owner,"₹15,54,699"
2016,Ford,Ecosport 1.0 TREND+ (ECOBOOST),Manual,"58,070 km",PetrolDL-10,2nd Owner,"₹6,15,499"
2019,Tata,Harrier XZ 2.0L Kryotec,Manual,"31,328 km",DieselDL-9C,2nd Owner,"₹12,44,199"
2019,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"51,884 km",DieselDL-10,2nd Owner,"₹7,43,199"
2019,Maruti,Eeco 7 STR,Manual,"22,008 km",PetrolDL-8C,1st Owner,"₹4,41,499"
2019,Tata,Harrier XZ 2.0L Kryotec,Manual,"31,328 km",DieselDL-9C,2nd Owner,"₹12,44,199"
2016,Hyundai,Creta 1.6 S,Manual,"75,101 km",PetrolDL-9C,1st Owner,"₹8,59,199"
2017,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"48,593 km",PetrolDL-14,1st Owner,"₹6,75,099"
2018,Toyota,Innova Crysta 2.7 ZX AT 7 STR,Automatic,"28,300 km",PetrolDL-10,1st Owner,"₹18,86,899"
2016,Ford,Ecosport 1.0 TREND+ (ECOBOOST),Manual,"58,070 km",PetrolDL-10,2nd Owner,"₹6,15,499"
2021,Maruti,XL6 ZETA SHVS,Manual,"36,951 km",PetrolUP-32,1st Owner,"₹9,89,299"
2016,Maruti,Vitara Brezza ZDI PLUS DUAL TONE,Manual,"90,492 km",DieselHR-02,1st Owner,"₹6,16,599"
2019,Mahindra,XUV500 W7 FWD,Manual,"84,264 km",DieselUP-32,2nd Owner,"₹9,51,999"
2019,MG,HECTOR SHARP DCT PETROL,Automatic,"45,037 km",PetrolHR-51,1st Owner,"₹15,32,099"
2019,MG,HECTOR SUPER DIESEL,Manual,"52,559 km",DieselHR-26,2nd Owner,"₹13,08,699"
2020,KIA,SELTOS GTX + AT PETROL,Automatic,"18,469 km",PetrolDL-14,1st Owner,"₹18,34,599"
2020,KIA,SELTOS GTX + AT PETROL,Automatic,"8,241 km",PetrolDL-8C,1st Owner,"₹16,80,599"
2019,Hyundai,Creta 1.6 VTVT SX AUTO,Automatic,"50,353 km",PetrolHR-26,1st Owner,"₹13,01,599"
2020,Hyundai,Creta E,Manual,"21,119 km",DieselUP-16,1st Owner,"₹13,12,299"
2018,Hyundai,Creta 1.6 E + VTVT,Manual,"23,571 km",PetrolDL-4C,1st Owner,"₹9,89,499"
2019,Renault,TRIBER RXE MT PETROL,Manual,"12,365 km",PetrolDL-3C,1st Owner,"₹5,09,099"
2017,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"53,603 km",PetrolHR-26,1st Owner,"₹6,86,899"
2018,Maruti,Vitara Brezza VDI AMT,Automatic,"79,514 km",DieselHR-26,1st Owner,"₹7,07,899"
2019,Renault,TRIBER RXE MT PETROL,Manual,"12,365 km",PetrolDL-3C,1st Owner,"₹5,09,099"
2017,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"53,603 km",PetrolHR-26,1st Owner,"₹6,86,899"
2018,Maruti,Vitara Brezza VDI AMT,Automatic,"79,514 km",DieselHR-26,1st Owner,"₹7,07,899"
2021,Maruti,S Cross SIGMA 1.5 SHVS,Manual,"9,620 km",PetrolDL-7C,1st Owner,"₹9,11,799"
2017,Maruti,S Cross ZETA 1.3,Manual,"37,773 km",DieselDL-8C,1st Owner,"₹6,95,999"
2018,Hyundai,Creta 1.6 E + VTVT,Manual,"51,678 km",PetrolHR-26,1st Owner,"₹8,97,799"
2019,MG,HECTOR SHARP DCT PETROL,Automatic,"45,037 km",PetrolHR-51,1st Owner,"₹15,32,099"
2019,MG,HECTOR SUPER DIESEL,Manual,"52,559 km",DieselHR-26,2nd Owner,"₹13,08,699"
2020,KIA,SELTOS GTX + AT PETROL,Automatic,"18,469 km",PetrolDL-14,1st Owner,"₹18,34,599"
2019,Hyundai,VENUE 1.4 CRDI S MT,Manual,"29,776 km",DieselHR-51,1st Owner,"₹8,87,099"
2020,KIA,SELTOS GTX + AT PETROL,Automatic,"8,241 km",PetrolDL-8C,1st Owner,"₹16,80,599"
2018,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"18,459 km",DieselDL-11,1st Owner,"₹7,97,299"
2019,Mahindra,TUV300 T8,Manual,"57,567 km",DieselUP-16,1st Owner,"₹8,50,399"
2018,Hyundai,Creta 1.6 E + VTVT,Manual,"64,753 km",PetrolDL-5C,1st Owner,"₹8,86,099"
2019,Hyundai,Creta 1.6 VTVT SX AUTO,Automatic,"32,629 km",PetrolHR-26,1st Owner,"₹12,39,099"
2018,Ford,Ecosport 1.5 AMBIENTE TDCI,Manual,"54,856 km",DieselUP-16,1st Owner,"₹6,38,299"
2018,Hyundai,Creta 1.6 E + VTVT,Manual,"23,571 km",PetrolDL-4C,1st Owner,"₹9,89,499"
2019,Tata,NEXON XM 1.2,Manual,"53,787 km",PetrolHR-19,1st Owner,"₹6,66,999"
2019,Maruti,Ertiga ZXI Plus SHVS,Manual,"55,939 km",PetrolDL-3C,1st Owner,"₹9,44,699"
2018,Ford,Ecosport 1.5 TDCI TITANIUM PLUS,Manual,"71,854 km",DieselDL-8C,1st Owner,"₹7,49,899"
2020,Mahindra,Scorpio S9,Manual,"55,372 km",DieselHR-26,1st Owner,"₹14,68,599"
2019,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"51,884 km",DieselDL-10,2nd Owner,"₹7,43,199"
2019,Maruti,Eeco 7 STR,Manual,"22,008 km",PetrolDL-8C,1st Owner,"₹4,41,499"
2016,Hyundai,Creta 1.6 S,Manual,"76,840 km",PetrolUP-16,3rd Owner,"₹7,70,999"
2016,Hyundai,Creta 1.6 S,Manual,"75,101 km",PetrolDL-9C,1st Owner,"₹8,59,199"
2018,Hyundai,Creta 1.6 CRDI SX PLUS AUTO,Automatic,"57,880 km",DieselUP-32,2nd Owner,"₹10,10,999"
2021,KIA,SELTOS HTK PLUS 1.5 DIESEL,Manual,"19,971 km",DieselUP-32,1st Owner,"₹11,76,049"
2017,Mahindra,Scorpio S10 Intelli Hybrid 2WD,Manual,"42,995 km",DieselUP-32,2nd Owner,"₹10,63,099"
2017,Ford,Ecosport 1.5 TDCI TITANIUM PLUS,Manual,"26,892 km",DieselDL-10,1st Owner,"₹7,07,499"
2021,Renault,Duster RXZ CVT 1.3 TURBO,Automatic,"10,821 km",PetrolDL-7C,1st Owner,"₹14,08,399"
2021,Mahindra,Scorpio S11,Manual,"10,794 km",DieselHR-10,1st Owner,"₹16,84,999"
2021,Tata,Harrier XZA  DUAL TONE,Automatic,"17,524 km",DieselUP-14,1st Owner,"₹18,32,299"
2018,Hyundai,Creta 1.6 SX (O) CRDI,Manual,"60,418 km",DieselUP-16,2nd Owner,"₹9,49,699"
2020,Maruti,XL6 ALPHA SHVS  MT,Manual,"70,925 km",PetrolDL-12,1st Owner,"₹9,15,699"
2018,Mahindra,Scorpio S7 120 BHP 2WD,Manual,"42,679 km",DieselUP-72,1st Owner,"₹9,81,899"
2021,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"15,420 km",PetrolHR-27,1st Owner,"₹8,12,299"
2018,Maruti,Vitara Brezza ZDI,Manual,"40,479 km",DieselDL-3C,2nd Owner,"₹7,79,699"
2018,Honda,BR-V 1.5 i- DTEC S,Manual,"38,362 km",DieselHR-51,1st Owner,"₹9,41,699"
2019,Maruti,XL6 ZETA SHVS,Manual,"37,577 km",PetrolDL-5C,1st Owner,"₹8,71,599"
2016,Hyundai,Creta 1.6 S,Manual,"75,256 km",PetrolDL-2C,1st Owner,"₹8,16,299"
2018,Hyundai,Creta 1.6 CRDI SX PLUS AUTO,Automatic,"38,406 km",DieselHR-26,1st Owner,"₹12,70,199"
2019,Hyundai,Creta 1.4 S CRDI,Manual,"71,968 km",DieselHR-26,1st Owner,"₹8,96,699"
2020,Toyota,Innova Crysta 2.4 ZX AT,Automatic,"31,893 km",DieselHR-26,1st Owner,"₹22,78,599"
2016,Hyundai,Creta 1.6 S,Manual,"41,666 km",PetrolDL-3C,1st Owner,"₹9,48,899"
2019,Tata,NEXON XM 1.2,Manual,"20,490 km",PetrolDL-8C,1st Owner,"₹7,24,599"
2018,Maruti,Vitara Brezza ZDI + AMT,Automatic,"16,165 km",DieselHR-51,2nd Owner,"₹9,22,299"
2018,Hyundai,Creta 1.6 SX CRDI,Manual,"77,443 km",DieselHR-79,1st Owner,"₹9,61,499"
2015,Renault,Duster 85 PS RXE DIESEL ADVENTURE,Manual,"55,669 km",DieselDL-1C,1st Owner,"₹4,21,799"
2017,Renault,Duster RXL PETROL 104,Manual,"32,858 km",PetrolDL-8C,1st Owner,"₹6,70,199"
2019,Ford,Ecosport 1.5 TREND TI VCT,Manual,"29,106 km",PetrolDL-12,1st Owner,"₹7,37,299"
2020,Mahindra,XUV500 W5,Manual,"28,389 km",DieselUP-14,1st Owner,"₹11,95,099"
2020,Maruti,Vitara Brezza ZXI+ DUAL TONE,Manual,"28,347 km",PetrolUP-53,1st Owner,"₹9,53,399"
2015,Mahindra,Scorpio S10,Manual,"44,092 km",DieselDL-7C,1st Owner,"₹9,20,499"
2014,Ford,Ecosport 1.5AMBIENTE TI VCT,Manual,"98,676 km",PetrolUP-16,1st Owner,"₹4,76,999"
2018,Tata,Hexa Varicor 400 XMA,Automatic,"67,729 km",DieselHR-26,2nd Owner,"₹11,24,899"
2017,Hyundai,Creta 1.6 E + VTVT,Manual,"26,739 km",PetrolUP-14,1st Owner,"₹9,19,099"
2018,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"38,264 km",PetrolHR-26,2nd Owner,"₹7,07,799"
2019,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"38,216 km",PetrolUP-85,2nd Owner,"₹7,89,299"
2017,Renault,Duster RXS 85 PS,Manual,"96,138 km",DieselHR-87,1st Owner,"₹6,08,399"
2019,Maruti,Vitara Brezza ZDI,Manual,"22,050 km",DieselUP-14,1st Owner,"₹8,82,899"
2018,Honda,City VX CVT PETROL,Automatic,"75,813 km",PetrolUP-32,1st Owner,"₹10,07,899"
2020,Toyota,YARIS G MT,Manual,"72,495 km",PetrolHR-36,1st Owner,"₹9,36,999"
2020,Maruti,Dzire LXI,Manual,"35,268 km",PetrolDL-1C,1st Owner,"₹6,16,399"
2021,Honda,City ZX CVT,Automatic,"8,173 km",PetrolDL-11,1st Owner,"₹14,95,149"
2019,Maruti,Ciaz DELTA 1.5 SHVS VVT MT,Manual,"29,458 km",PetrolUP-16,1st Owner,"₹8,48,999"
2015,Maruti,Ciaz ZXI,Manual,"70,882 km",PetrolHR-26,1st Owner,"₹5,72,999"
2014,Hyundai,Xcent S 1.2 OPT,Manual,"90,060 km",PetrolDL-12,1st Owner,"₹4,04,899"
2013,Toyota,Etios V SP,Manual,"36,015 km",PetrolHR-26,1st Owner,"₹3,90,599"
2013,Maruti,Swift Dzire VXI,Manual,"26,065 km",PetrolUP-16,1st Owner,"₹3,76,599"
2014,Honda,Amaze 1.2 EXMT I VTEC,Manual,"85,454 km",PetrolDL-9C,1st Owner,"₹3,74,099"
2019,Honda,Amaze 1.2 SMT I VTEC,Manual,"72,250 km",PetrolUP-14,1st Owner,"₹6,05,799"
2019,Maruti,Dzire VXI,Manual,"17,257 km",PetrolUP-16,1st Owner,"₹6,87,599"
2021,Skoda,Rapid 1.0 AMBITION TSI AT,Automatic,"10,439 km",PetrolDL-10,1st Owner,"₹11,85,549"
2017,Maruti,Dzire ZDI Plus AMT,Automatic,"24,577 km",DieselDL-6C,1st Owner,"₹6,89,599"
2017,Honda,City ZX CVT,Automatic,"27,601 km",PetrolDL-3C,1st Owner,"₹10,34,199"
2020,Skoda,Rapid 1.0 AMBITION TSI AT,Automatic,"16,292 km",PetrolHR-26,2nd Owner,"₹10,55,399"
2016,Honda,Amaze 1.2 SX MT I VTEC,Manual,"26,440 km",PetrolDL-8C,1st Owner,"₹5,62,699"
2015,Maruti,Swift Dzire LXI OPT,Manual,"57,965 km",PetrolDL-3C,1st Owner,"₹4,51,799"
2018,Maruti,Dzire VXI AMT,Automatic,"42,365 km",PetrolDL-9C,1st Owner,"₹6,30,199"
2012,Maruti,Swift Dzire VXI,Manual,"61,580 km",PetrolUP-14,1st Owner,"₹3,66,649"
2019,Maruti,Dzire VXI AMT,Automatic,"21,477 km",PetrolUP-14,1st Owner,"₹6,83,199"
2015,Hyundai,Xcent S 1.2,Manual,"36,353 km",PetrolHR-26,1st Owner,"₹4,53,599"
2017,Honda,City SV MT PETROL,Manual,"59,333 km",PetrolHR-26,1st Owner,"₹6,93,299"
2014,Maruti,Swift Dzire LXI 1.2 BS IV,Manual,"58,920 km",PetrolUP-14,1st Owner,"₹3,87,599"
2013,Hyundai,Verna FLUIDIC 1.6 SX VTVT,Manual,"84,063 km",PetrolDL-10,2nd Owner,"₹4,14,499"
2014,Maruti,Ciaz ZXI,Manual,"60,964 km",PetrolDL-1C,1st Owner,"₹5,84,699"
2017,Honda,City VX CVT PETROL,Automatic,"52,674 km",PetrolHR-26,1st Owner,"₹9,23,499"
2016,Maruti,Swift Dzire ZXI 1.2 BS IV,Manual,"38,655 km",PetrolDL-6C,1st Owner,"₹5,13,899"
2015,Honda,Amaze 1.2 VXMT I VTEC,Manual,"32,510 km",PetrolDL-7C,1st Owner,"₹4,69,899"
2015,Maruti,Ciaz ZXI PLUS,Manual,"50,714 km",PetrolDL-4C,1st Owner,"₹6,86,199"
2014,Hyundai,Xcent S 1.2 OPT,Manual,"49,326 km",PetrolHR-26,1st Owner,"₹4,43,799"
2020,Tata,TIGOR XZ 1.2 REVOTRON,Manual,"49,481 km",Petrol + CNGHR-36,1st Owner,"₹6,10,799"
2018,Maruti,Ciaz ALPHA 1.3 DDIS SHVS,Manual,"82,500 km",DieselHR-26,2nd Owner,"₹7,40,199"
2019,Maruti,Dzire ZXI AMT,Automatic,"31,076 km",PetrolUP-14,1st Owner,"₹7,30,749"
2020,Toyota,YARIS G MT,Manual,"72,495 km",PetrolHR-36,1st Owner,"₹9,36,999"
2018,Honda,City VX CVT PETROL,Automatic,"75,813 km",PetrolUP-32,1st Owner,"₹10,07,899"
2016,Honda,Amaze 1.2 SX MT I VTEC,Manual,"26,440 km",PetrolDL-8C,1st Owner,"₹5,62,699"
2020,Maruti,Dzire LXI,Manual,"35,268 km",PetrolDL-1C,1st Owner,"₹6,16,399"
2021,Honda,City ZX CVT,Automatic,"8,173 km",PetrolDL-11,1st Owner,"₹14,95,149"
2019,Maruti,Ciaz DELTA 1.5 SHVS VVT MT,Manual,"29,458 km",PetrolUP-16,1st Owner,"₹8,48,999"
2017,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"58,039 km",PetrolHR-26,1st Owner,"₹4,66,299"
2021,Renault,Kwid RXT,Manual,"7,325 km",PetrolDL-5C,2nd Owner,"₹4,53,799"
2021,Maruti,Baleno ZETA 1.2 K12 CVT,Automatic,"9,468 km",PetrolDL-10,1st Owner,"₹9,48,799"
2016,Hyundai,Elite i20 MAGNA 1.2,Manual,"52,830 km",PetrolUP-78,1st Owner,"₹5,11,849"
2022,Maruti,Swift VXI,Manual,"7,638 km",PetrolDL-5C,1st Owner,"₹6,90,499"
2010,Maruti,Alto LXI,Manual,"48,178 km",PetrolHR-26,2nd Owner,"₹1,67,499"
2021,Hyundai,NEW SANTRO SPORTZ EXECUTIVE CNG,Manual,"45,369 km",Petrol + CNGHR-10,1st Owner,"₹6,26,999"
2020,Maruti,S PRESSO VXI PLUS,Manual,"48,914 km",PetrolHR-11,1st Owner,"₹4,01,399"
2021,Maruti,Alto LXI CNG,Manual,"20,206 km",Petrol + CNGHR-98,1st Owner,"₹5,05,399"
2021,Maruti,IGNIS DELTA 1.2 K12,Manual,"12,799 km",PetrolUP-16,1st Owner,"₹6,42,999"
2020,Maruti,Swift ZXI+,Manual,"15,138 km",PetrolHR-04,1st Owner,"₹7,42,599"
2015,Hyundai,Elite i20 MAGNA 1.2,Manual,"57,757 km",PetrolDL-3C,1st Owner,"₹4,90,599"
2019,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"20,969 km",PetrolHR-29,1st Owner,"₹5,07,099"
2020,Maruti,Baleno DELTA 1.2 K12,Manual,"20,059 km",PetrolHR-26,1st Owner,"₹7,20,799"
2020,Tata,ALTROZ XZ 1.2,Manual,"17,179 km",PetrolDL-9C,1st Owner,"₹7,94,599"
2017,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"50,018 km",PetrolHR-26,2nd Owner,"₹4,55,399"
2018,Hyundai,Elite i20 SPORTZ 1.2,Manual,"29,407 km",PetrolDL-10,1st Owner,"₹6,36,399"
2020,Maruti,New  Wagon-R VXI 1.2L,Manual,"10,657 km",PetrolDL-9C,2nd Owner,"₹5,33,599"
2018,Maruti,IGNIS DELTA 1.2 K12,Manual,"29,535 km",PetrolHR-13,1st Owner,"₹4,82,099"
2015,Hyundai,Eon D LITE PLUS,Manual,"27,157 km",PetrolDL-2C,1st Owner,"₹2,53,799"
2018,Maruti,Celerio VXI CNG OPT,Manual,"57,050 km",Petrol + CNGDL-9C,2nd Owner,"₹4,51,899"
2018,Maruti,Baleno DELTA 1.2 K12,Manual,"50,893 km",PetrolHR-26,1st Owner,"₹5,51,599"
2017,Maruti,Alto K10 VXI,Manual,"66,997 km",PetrolHR-29,1st Owner,"₹3,37,799"
2019,Maruti,Alto 800 VXI,Manual,"14,103 km",PetrolHR-51,1st Owner,"₹3,40,699"
2020,Tata,Tiago XT 1.2 REVOTRON,Manual,"2,732 km",PetrolDL-3C,1st Owner,"₹5,20,499"
2020,Toyota,Glanza G CVT,Automatic,"6,550 km",PetrolDL-3C,1st Owner,"₹8,59,199"
2018,Maruti,Alto K10 VXI,Manual,"32,393 km",PetrolDL-1C,1st Owner,"₹3,72,999"
2021,Maruti,Alto VXI,Manual,"20,144 km",PetrolDL-10,1st Owner,"₹3,88,299"
2020,Hyundai,GRAND I10 NIOS SPORTZ PETROL,Manual,"16,261 km",PetrolDL-8C,1st Owner,"₹6,29,899"
2017,Maruti,Wagon R 1.0 LXI,Manual,"16,858 km",PetrolDL-6C,1st Owner,"₹4,34,799"
2017,Maruti,Wagon R 1.0 LXI,Manual,"26,271 km",PetrolHR-51,1st Owner,"₹4,00,599"
2021,Maruti,Alto LXI,Manual,"12,426 km",PetrolHR-26,1st Owner,"₹3,72,599"
2019,Maruti,Alto VXI,Manual,"23,009 km",PetrolUP-14,1st Owner,"₹3,98,699"
2011,Maruti,Wagon R 1.0 LXI,Manual,"35,537 km",PetrolDL-9C,1st Owner,"₹2,11,199"
2017,Maruti,Alto K10 VXI,Manual,"41,368 km",PetrolDL-2C,2nd Owner,"₹3,08,249"
2018,Maruti,Wagon R 1.0 VXI,Manual,"43,404 km",PetrolDL-6C,1st Owner,"₹4,26,799"
2017,Hyundai,Elite i20 SPORTZ 1.2,Manual,"19,682 km",PetrolDL-5C,1st Owner,"₹6,23,599"
2019,Hyundai,NEW SANTRO SPORTZ 1.1,Manual,"10,558 km",PetrolDL-12,1st Owner,"₹5,28,499"
2017,Maruti,IGNIS DELTA 1.2 K12 AMT,Automatic,"28,510 km",PetrolUP-15,1st Owner,"₹5,35,799"
2018,Maruti,Swift LXI,Manual,"33,878 km",PetrolDL-3C,1st Owner,"₹5,45,299"
2019,Hyundai,GRAND I10 NIOS SPORTZ PETROL,Manual,"14,592 km",PetrolHR-29,1st Owner,"₹6,43,899"
2017,Maruti,Alto K10 VXI,Manual,"44,907 km",PetrolDL-3C,2nd Owner,"₹3,51,399"
2019,Maruti,Baleno ZETA 1.2 K12,Manual,"53,447 km",PetrolDL-1C,1st Owner,"₹6,50,199"
2018,Datsun,Redi Go 1.0 S AT,Automatic,"22,766 km",PetrolDL-3C,2nd Owner,"₹3,88,599"
2011,Maruti,Wagon R 1.0 VXI,Manual,"28,876 km",PetrolDL-9C,1st Owner,"₹2,82,499"
2019,Maruti,New  Wagon-R LXI CNG 1.0 L,Manual,"18,940 km",Petrol + CNGDL-14,1st Owner,"₹5,56,749"
2020,Maruti,S PRESSO VXI PLUS,Manual,"13,523 km",PetrolDL-1C,2nd Owner,"₹4,37,699"
2018,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"12,574 km",PetrolUP-14,2nd Owner,"₹5,03,699"
2020,Maruti,New  Wagon-R ZXI 1.2,Manual,"23,797 km",PetrolHR-26,1st Owner,"₹5,73,099"
2020,Maruti,S PRESSO VXI,Manual,"57,636 km",PetrolHR-51,1st Owner,"₹4,11,499"
2020,Maruti,New  Wagon-R LXI CNG 1.0 L,Manual,"50,915 km",Petrol + CNGHR-51,1st Owner,"₹6,19,399"
2018,Maruti,Alto 800 LXI,Manual,"24,990 km",PetrolDL-5C,1st Owner,"₹3,42,599"
2017,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"29,991 km",PetrolDL-8C,1st Owner,"₹4,89,899"
2020,Maruti,New  Wagon-R VXI 1.0,Manual,"7,090 km",PetrolUP-14,1st Owner,"₹5,53,599"
2019,Maruti,Baleno DELTA 1.2 K12,Manual,"25,639 km",PetrolHR-26,1st Owner,"₹6,33,799"
2020,Maruti,Swift VXI,Manual,"3,152 km",PetrolDL-6C,1st Owner,"₹6,57,599"
2017,Maruti,Swift LXI OPT,Manual,"14,863 km",PetrolDL-12,2nd Owner,"₹4,89,399"
2017,Maruti,Baleno ZETA 1.2 K12,Manual,"33,015 km",PetrolUP-16,1st Owner,"₹6,02,099"
2015,Honda,Jazz 1.2 VX I-VTECH,Manual,"28,170 km",PetrolHR-26,1st Owner,"₹5,20,499"
2019,Hyundai,Elite i20 1.2 MAGNA PLUS VTVT,Manual,"22,372 km",PetrolUP-13,1st Owner,"₹6,83,099"
2016,Maruti,Alto 800 LXI,Manual,"61,377 km",PetrolDL-2C,1st Owner,"₹2,92,599"
2011,Hyundai,i10 MAGNA 1.1 IRDE2,Manual,"34,658 km",PetrolDL-4C,2nd Owner,"₹2,18,899"
2011,Maruti,Alto K10 VXI,Manual,"30,834 km",PetrolHR-26,2nd Owner,"₹2,29,599"
2014,Maruti,Swift VXI,Manual,"79,066 km",PetrolDL-4C,1st Owner,"₹3,92,299"
2012,Maruti,Alto 800 LXI,Manual,"86,123 km",PetrolHR-72,1st Owner,"₹2,07,799"
2017,Honda,Jazz 1.2 S MT,Manual,"19,800 km",PetrolDL-10,1st Owner,"₹5,64,899"
2017,Hyundai,Elite i20 ASTA 1.2 (O),Manual,"50,347 km",PetrolDL-7C,2nd Owner,"₹6,15,629"
2019,Maruti,New  Wagon-R LXI CNG 1.0 L,Manual,"26,999 km",Petrol + CNGDL-5C,3rd Owner,"₹5,11,899"
2014,Maruti,Alto 800 VXI,Manual,"71,068 km",PetrolDL-8C,1st Owner,"₹2,67,699"
2013,Hyundai,Grand i10 ASTA 1.2 VTVT,Manual,"79,166 km",PetrolUP-32,1st Owner,"₹4,27,099"
2015,Maruti,Alto 800 LXI,Manual,"30,144 km",PetrolDL-2C,1st Owner,"₹2,84,899"
2017,Maruti,Swift LXI OPT,Manual,"57,610 km",PetrolDL-9C,1st Owner,"₹4,21,049"
2019,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"39,740 km",PetrolHR-29,1st Owner,"₹4,96,499"
2020,Maruti,Baleno DELTA 1.2 K12,Manual,"50,112 km",PetrolDL-2C,1st Owner,"₹6,52,499"
2010,Maruti,Alto LXI,Manual,"70,516 km",PetrolDL-9C,2nd Owner,"₹1,35,099"
2017,Maruti,IGNIS ZETA 1.2 K12,Manual,"57,597 km",PetrolDL-9C,1st Owner,"₹5,31,499"
2015,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"32,773 km",PetrolDL-8C,2nd Owner,"₹3,80,199"
2016,Maruti,Alto 800 VXI,Manual,"42,586 km",PetrolUP-16,1st Owner,"₹2,99,899"
2019,Maruti,New  Wagon-R LXI 1.0 L,Manual,"13,184 km",PetrolUP-14,1st Owner,"₹5,20,899"
2018,Maruti,Alto 800 LXI,Manual,"6,641 km",PetrolDL-3C,1st Owner,"₹3,42,599"
2022,KIA,CARENS LUXURY 1.4G MT 7STR,,"1,925 km",PetrolHR-98,1st Owner,"₹16,08,099"
2017,Toyota,Corolla Altis G AT,Automatic,"75,764 km",PetrolDL-10,1st Owner,"₹13,23,999"
